Species,Province/State,Price,Number of days,Day price,S Rank,Status,Classification,Avg Mass,SCI,Latitude
Mule Deer,Nebraska,3750,4,938,S5,5,Ungulate,102.5,N,41.500734
Mule Deer,Nevada,5500,7,786,S5,5,Ungulate,102.5,N,38.5035905
Mule Deer,Nevada,6400,5,1280,S5,5,Ungulate,102.5,N,38.5035905
Mule Deer,Nevada,3500,7,500,S5,5,Ungulate,102.5,N,38.5035905
Mule Deer,Nevada,5500,6.25,880,S5,5,Ungulate,102.5,N,38.5035905
Mule Deer,Nevada,4875,6,813,S5,5,Ungulate,102.5,N,38.5035905
Mule Deer,New Mexico,5500,5,1100,S5,5,Ungulate,102.5,N,34.1669615
Mule Deer,New Mexico,6000,5,1200,S5,5,Ungulate,102.5,N,34.1669615
Mule Deer,New Mexico,4333,5,867,S5,5,Ungulate,102.5,N,34.1669615
Mule Deer,New Mexico,4500,5,900,S5,5,Ungulate,102.5,N,34.1669615
Mule Deer,New Mexico,4250,5,850,S5,5,Ungulate,102.5,N,34.1669615
Mule Deer,North Dakota,2750,5,550,,,Ungulate,102.5,N,47.46764
Mule Deer,North Dakota,2931,5,586,,,Ungulate,102.5,N,47.46764
Mule Deer,Oregon,4500,5,900,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,Oregon,9500,5,1900,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,Oregon,5000,5,1000,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,Oregon,4800,5,960,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,Oregon,3800,5,760,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,Oregon,3550,5,710,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,Oregon,3950,3,1317,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,Oregon,4142,5,828,S5,5,Ungulate,102.5,N,44.145855
Mule Deer,South Dakota,5100,8,638,S5,5,Ungulate,102.5,N,44.213359
Mule Deer,South Dakota,2850,6,475,S5,5,Ungulate,102.5,N,44.213359
Mule Deer,South Dakota,4000,5,800,S5,5,Ungulate,102.5,N,44.213359
Mule Deer,South Dakota,4495,3,1498,S5,5,Ungulate,102.5,N,44.213359
Mule Deer,South Dakota,4250,5,850,S5,5,Ungulate,102.5,N,44.213359
Mule Deer,Texas,5352,3,1784,S4,4,Ungulate,102.5,N,31.168711
Mule Deer,Texas,8284,4,2071,S4,4,Ungulate,102.5,N,31.168711
Mule Deer,Texas,5750,5,1150,S4,4,Ungulate,102.5,N,31.168711
Mule Deer,Texas,4460,4,1115,S4,4,Ungulate,102.5,N,31.168711
Mule Deer,Texas,3500,5,700,S4,4,Ungulate,102.5,N,31.168711
Mule Deer,Utah,6500,5,1300,S5,5,Ungulate,102.5,N,39.5
Mule Deer,Utah,3500,5,700,S5,5,Ungulate,102.5,N,39.5
Mule Deer,Utah,3500,5,700,S5,5,Ungulate,102.5,N,39.5
Mule Deer,Utah,3500,5,700,S5,5,Ungulate,102.5,N,39.5
Mule Deer,Utah,5500,5,1100,S5,5,Ungulate,102.5,N,39.5
Mule Deer,Washington,3250,6,542,S5,5,Ungulate,102.5,N,47.275
Mule Deer,Washington,6000,5,1200,S5,5,Ungulate,102.5,N,47.275
Mule Deer,Washington,3400,4,850,S5,5,Ungulate,102.5,N,47.275
Mule Deer,Wyoming,5474,5,1095,S5,5,Ungulate,102.5,N,43
Mule Deer,Wyoming,7495,5,1499,S5,5,Ungulate,102.5,N,43
Mule Deer,Wyoming,4900,4,1225,S5,5,Ungulate,102.5,N,43
Mule Deer,Wyoming,4550,5,910,S5,5,Ungulate,102.5,N,43
Mule Deer,Wyoming,3200,4,800,S5,5,Ungulate,102.5,N,43
Elk,Alaska,9900,7,1414,,,Ungulate,327.5,Y,61.3009
Elk,Alaska,10000,8.5,1176,,,Ungulate,327.5,Y,61.3009
Elk,Alaska,20000,10,2000,,,Ungulate,327.5,Y,61.3009
Elk,Alberta,5950,6.5,915,S5,5,Ungulate,327.5,N,54.5
Elk,Alberta,6500,6,1083,S5,5,Ungulate,327.5,N,54.5
Elk,Alberta,8000,6,1333,S5,5,Ungulate,327.5,N,54.5
Elk,Alberta,7646,6,1274,S5,5,Ungulate,327.5,N,54.5
Elk,Alberta,10195,8,1274,S5,5,Ungulate,327.5,N,54.5
Elk,Arizona,5750,7,821,,,Ungulate,327.5,N,34.1661
Elk,Arizona,4500,7,643,,,Ungulate,327.5,N,34.1661
Elk,Arizona,5500,7,786,,,Ungulate,327.5,N,34.1661
Elk,Arizona,5200,5,1040,,,Ungulate,327.5,N,34.1661
Elk,Arizona,4000,7,571,,,Ungulate,327.5,N,34.1661
Elk,British Columbia,8950,10,895,S5,5,Ungulate,327.5,N,54.149015
Elk,British Columbia,13900,10,1390,S5,5,Ungulate,327.5,N,54.149015
Elk,British Columbia,6800,8,850,S5,5,Ungulate,327.5,N,54.149015
Elk,British Columbia,10000,7,1429,S5,5,Ungulate,327.5,N,54.149015
Elk,British Columbia,8500,6,1417,S5,5,Ungulate,327.5,N,54.149015
Elk,British Columbia,25000,10,2500,S5,5,Ungulate,327.5,Y,54.149015
Elk,California,9500,5,1900,,,Ungulate,327.5,Y,37.2673795
Elk,California,5000,6,833,,,Ungulate,327.5,Y,37.2673795
Elk,California,6900,5,1380,,,Ungulate,327.5,Y,37.2673795
Elk,California,6250,6,1042,,,Ungulate,327.5,Y,37.2673795
Elk,California,9500,5,1900,,,Ungulate,327.5,Y,37.2673795
Elk,California,15000,10,1500,,,Ungulate,327.5,Y,37.2673795
Elk,California,10500,7,1500,,,Ungulate,327.5,Y,37.2673795
Elk,Colorado,5000,5,1000,S5,5,Ungulate,327.5,N,38.99625
Elk,Colorado,2500,5,500,S5,5,Ungulate,327.5,N,38.99625
Elk,Colorado,5000,5,1000,S5,5,Ungulate,327.5,N,38.99625
Elk,Colorado,6053,5,1211,S5,5,Ungulate,327.5,N,38.99625
Elk,Colorado,6950,5,1390,S5,5,Ungulate,327.5,N,38.99625
Elk,Idaho,6950,7,993,S5,5,Ungulate,327.5,N,45.5
Elk,Idaho,5295,6,883,S5,5,Ungulate,327.5,N,45.5
Elk,Idaho,6000,7,857,S5,5,Ungulate,327.5,N,45.5
Elk,Idaho,5500,6.75,815,S5,5,Ungulate,327.5,N,45.5
Elk,Idaho,4550,7,650,S5,5,Ungulate,327.5,N,45.5
Elk,Kentucky,4995,5,999,,,Ungulate,327.5,N,37.8203
Elk,Kentucky,3000,5,600,,,Ungulate,327.5,N,37.8203
Elk,Montana,6107,7,872,S5,5,Ungulate,327.5,N,46.6843885
Elk,Montana,4500,5,900,S5,5,Ungulate,327.5,N,46.6843885
Elk,Montana,3900,5,780,S5,5,Ungulate,327.5,N,46.6843885
Elk,Montana,6100,5,1220,S5,5,Ungulate,327.5,N,46.6843885
Elk,Montana,5750,7,821,S5,5,Ungulate,327.5,N,46.6843885
Elk,Nevada,6250,6,1042,S5,5,Ungulate,327.5,N,38.5035905
Elk,Nevada,8300,6,1383,S5,5,Ungulate,327.5,N,38.5035905
Elk,Nevada,6500,6,1083,S5,5,Ungulate,327.5,N,38.5035905
Elk,New Mexico,4843,5,969,S3,3,Ungulate,327.5,N,34.1669615
Elk,New Mexico,10000,5,2000,S3,3,Ungulate,327.5,N,34.1669615
Elk,New Mexico,8950,5,1790,S3,3,Ungulate,327.5,N,34.1669615
Elk,New Mexico,7000,5,1400,S3,3,Ungulate,327.5,N,34.1669615
Elk,New Mexico,4900,5,980,S3,3,Ungulate,327.5,N,34.1669615
Elk,Oregon,4800,5,960,S5,5,Ungulate,327.5,Y,44.145855
Elk,Oregon,4500,7,643,S5,5,Ungulate,327.5,Y,44.145855
Elk,Oregon,6000,5,1200,S5,5,Ungulate,327.5,Y,44.145855
Elk,Oregon,4250,4,1063,S5,5,Ungulate,327.5,Y,44.145855
Elk,Oregon,6500,5,1300,S5,5,Ungulate,327.5,Y,44.145855
Elk,Oregon,6372,5,1274,S5,5,Ungulate,327.5,Y,44.145855
Elk,Oregon,6500,5,1300,S5,5,Ungulate,327.5,Y,44.145855
Elk,Oregon,5416,5,1083,S5,5,Ungulate,327.5,Y,44.145855
Elk,Utah,5000,5,1000,S4,4,Ungulate,327.5,N,39.5
Elk,Utah,3500,5,700,S4,4,Ungulate,327.5,N,39.5
Elk,Utah,4500,5,900,S4,4,Ungulate,327.5,N,39.5
Elk,Utah,9000,5,1800,S4,4,Ungulate,327.5,N,39.5
Elk,Utah,3500,5,700,S4,4,Ungulate,327.5,N,39.5
Elk,Washington,8500,7,1214,S5,5,Ungulate,327.5,Y,47.275
Elk,Washington,5500,5.75,957,S5,5,Ungulate,327.5,Y,47.275
Elk,Washington,3750,5,750,S5,5,Ungulate,327.5,Y,47.275
Elk,Washington,5000,6,833,S5,5,Ungulate,327.5,Y,47.275
Elk,Wyoming,6600,7,943,S5,5,Ungulate,327.5,N,43
Elk,Wyoming,6200,5,1240,S5,5,Ungulate,327.5,N,43
Elk,Wyoming,5450,6,908,S5,5,Ungulate,327.5,N,43
Elk,Wyoming,8000,7,1143,S5,5,Ungulate,327.5,N,43
Elk,Wyoming,7646,7,1092,S5,5,Ungulate,327.5,N,43
